,level_0,index,Rooms,Date,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Price,Type(h),Type(t),Type(u),Method(S),Method(SP),Method(PI),Method(VB),Method(SA),big,medium,small
25062,25083,25135,4,2017,16.0,4.0,2.0,2.0,1973.9,252.0,2006.0,-37.95438,145.04475,1660000.0,1,0,0,0,1,0,0,0,0,1,0
25064,25085,25137,4,2017,18.4,4.0,2.0,2.0,1987.7978723404256,,1987.7978723404256,-37.87371,144.70913,545000.0,1,0,0,0,0,0,1,0,1,0,0
25065,25086,25138,5,2017,18.4,5.0,2.0,2.0,1987.7978723404256,190.0,2000.0,-37.8686,144.67496,720000.0,1,0,0,0,1,0,0,0,1,0,0
25066,25087,25139,4,2017,18.4,4.0,2.0,2.0,690.0,171.0,1995.0,-37.86376,144.67717,660000.0,1,0,0,0,1,0,0,0,1,0,0
25067,25088,25140,3,2017,18.4,3.0,2.0,2.0,600.0,151.0,2000.0,-37.85701,144.70883,615000.0,1,0,0,0,1,0,0,0,1,0,0
25068,25089,25141,4,2017,18.4,4.0,2.0,2.0,562.0,144.0,1976.0,-37.88976,144.68211,530000.0,1,0,0,0,1,0,0,0,0,1,0
25069,25090,25142,2,2017,18.4,2.0,1.0,2.0,650.0,,1987.7978723404256,-37.86681,144.69844,500000.0,1,0,0,0,0,0,1,0,1,0,0
25070,25091,25143,3,2017,18.4,3.0,1.0,6.0,644.0,,1987.7978723404256,-37.86682,144.69824,610000.0,1,0,0,1,0,0,0,0,1,0,0
25071,25092,25144,3,2017,18.4,3.0,2.0,3.0,566.0,,1987.7978723404256,-37.88401,144.69755,604000.0,1,0,0,0,1,0,0,0,1,0,0
25072,25093,25145,4,2017,18.4,4.0,2.0,2.0,627.0,202.0,1996.0,-37.86983,144.70095,580000.0,1,0,0,0,0,0,1,0,1,0,0
25073,25094,25146,3,2017,18.4,3.0,1.0,2.0,568.0,108.0,1971.0,-37.87864,144.6842,541000.0,1,0,0,0,1,0,0,0,1,0,0
25075,25096,25148,4,2017,7.8,4.0,2.0,2.0,1964.3223140495868,150.0,1935.0,-37.759,145.04874,1355000.0,1,0,0,0,1,0,0,0,0,1,0
25078,25099,25151,3,2017,7.8,3.0,1.0,2.0,1964.3223140495868,103.0,1965.0,-37.76114,145.03291,1000000.0,1,0,0,0,1,0,0,0,0,1,0
25079,25100,25152,3,2017,14.0,3.0,1.0,1.0,583.0,108.0,1980.0,-37.73642,144.82851,587000.0,1,0,0,0,1,0,0,0,1,0,0
25080,25101,25153,3,2017,14.5,3.0,2.0,1.0,611.0,,1990.0,-37.71402,144.82165,765000.0,1,0,0,0,1,0,0,0,0,1,0
25082,25103,25155,3,2017,11.7,3.0,2.0,1.0,1983.3465346534654,,1980.0,-37.7493,144.85216,740000.0,1,0,0,1,0,0,0,0,1,0,0
25084,25105,25157,4,2017,3.4,4.0,2.0,1.0,277.0,,1962.7978723404256,-37.79695,144.9297,2500000.0,1,0,0,0,1,0,0,0,0,1,0
25085,25106,25158,4,2017,3.4,4.0,1.0,1.0,1962.7978723404256,,1962.7978723404256,-37.78857,144.92534,1050000.0,0,1,0,0,0,0,1,0,1,0,0
25089,25110,25162,3,2017,5.4,3.0,2.0,2.0,1947.5964912280701,,1947.5964912280701,-37.80764,145.06098,1885000.0,1,0,0,0,1,0,0,0,1,0,0
25090,25111,25163,3,2017,5.4,3.0,3.0,2.0,1947.5964912280701,196.0,2015.0,-37.80436,145.03581,1500000.0,0,1,0,0,0,0,0,1,0,1,0
25092,25113,25165,4,2017,5.4,4.0,2.0,2.0,1947.5964912280701,,1910.0,-37.80891,145.04706,2425000.0,1,0,0,0,1,0,0,0,1,0,0
25094,25115,25167,4,2017,5.4,4.0,2.0,2.0,954.0,,1947.5964912280701,-37.80688,145.04142,3450000.0,1,0,0,0,1,0,0,0,1,0,0
25096,25117,25169,4,2017,5.4,4.0,2.0,2.0,1947.5964912280701,,1920.0,-37.79795,145.04006,2120000.0,1,0,0,0,1,0,0,0,1,0,0
25098,25119,25171,3,2017,7.3,3.0,2.0,5.0,747.0,,1929.0,-37.79556,145.05537,880000.0,1,0,0,0,0,0,0,1,1,0,0
25100,25121,25173,3,2017,31.7,3.0,1.0,2.0,600.0,121.0,1995.0,-37.66928,144.59048,380000.0,1,0,0,0,0,0,1,0,0,0,1
25101,25122,25174,4,2017,16.3,4.0,2.0,2.0,1976.2954545454545,,1976.2954545454545,-37.66616,144.98787,580000.0,1,0,0,0,1,0,0,0,0,1,0
25102,25123,25175,3,2017,16.3,3.0,1.0,5.0,688.0,100.0,1970.0,-37.67438,145.02506,716500.0,1,0,0,0,1,0,0,0,0,1,0
25103,25124,25176,3,2017,16.3,3.0,1.0,2.0,531.0,,1976.2954545454545,-37.67087,145.0362,622000.0,1,0,0,0,1,0,0,0,0,1,0
25104,25125,25177,3,2017,16.3,3.0,1.0,4.0,545.0,,1985.0,-37.66246,145.03292,612000.0,1,0,0,0,1,0,0,0,1,0,0
25111,25132,25185,4,2017,5.9,4.0,3.0,1.0,557.0,192.0,1900.0,-37.86411,145.032,3100000.0,1,0,0,0,1,0,0,0,1,0,0
25112,25133,25186,5,2017,8.4,5.0,2.0,4.0,1946.3238636363637,,1946.3238636363637,-37.8742,145.04598,3501000.0,1,0,0,0,1,0,0,0,0,1,0
25115,25136,25189,3,2017,8.4,3.0,1.0,2.0,1946.3238636363637,,1946.3238636363637,-37.87652,145.05678,1405000.0,1,0,0,0,1,0,0,0,0,1,0
25116,25137,25190,4,2017,8.4,4.0,2.0,2.0,1946.3238636363637,219.0,1926.0,-37.88272,145.06197,1810000.0,1,0,0,0,1,0,0,0,0,1,0
25121,25142,25195,3,2017,4.3,3.0,1.0,1.0,490.0,108.0,1950.0,-37.77172,144.89296,1100000.0,1,0,0,0,0,0,0,1,0,0,1
25122,25143,25196,3,2017,4.3,3.0,2.0,2.0,1985.1121495327102,209.0,2006.0,-37.78441,144.89605,1150000.0,1,0,0,0,0,0,1,0,1,0,0
25123,25144,25197,3,2017,4.3,3.0,2.0,2.0,598.0,102.0,1900.0,-37.76849,144.90025,1187000.0,1,0,0,0,1,0,0,0,0,1,0
25124,25145,25198,3,2017,4.3,3.0,1.0,2.0,1985.1121495327102,,1985.1121495327102,-37.76575,144.89715,1780000.0,1,0,0,0,1,0,0,0,1,0,0
25125,25146,25199,5,2017,4.3,5.0,2.0,2.0,515.0,150.0,1960.0,-37.78461,144.88474,970000.0,1,0,0,1,0,0,0,0,0,1,0
25127,25148,25201,3,2017,11.4,3.0,1.0,2.0,1954.2857142857142,,1954.2857142857142,-37.90959,145.04991,1874000.0,1,0,0,0,1,0,0,0,0,1,0
25128,25149,25202,3,2017,11.4,3.0,1.0,3.0,580.0,124.0,1930.0,-37.9076,145.03393,1720000.0,1,0,0,0,1,0,0,0,0,1,0
25129,25150,25203,3,2017,17.4,3.0,2.0,1.0,559.0,140.0,1980.0,-37.64049,144.91477,512000.0,1,0,0,0,1,0,0,0,0,1,0
25135,25156,25209,3,2017,20.0,3.0,1.0,1.0,567.0,,1970.0,-37.98121,145.07717,950000.0,1,0,0,0,0,0,1,0,0,1,0
25136,25157,25210,4,2017,20.0,4.0,2.0,1.0,725.0,,1976.8292682926829,-37.98331,145.05649,1695000.0,1,0,0,0,1,0,0,0,0,1,0
25138,25159,25212,4,2017,25.9,4.0,2.0,2.0,2008.4186046511627,161.0,2011.0,-37.6021,145.08753,600000.0,1,0,0,0,1,0,0,0,0,1,0
25139,25160,25213,4,2017,25.9,4.0,2.0,2.0,392.0,,2008.4186046511627,-37.58944,145.08298,570000.0,1,0,0,0,1,0,0,0,0,1,0
25140,25161,25214,3,2017,25.9,3.0,2.0,2.0,523.0,26.0,2011.0,-37.58794,145.09225,636000.0,1,0,0,0,1,0,0,0,0,1,0
25141,25162,25215,3,2017,25.9,3.0,1.0,1.0,606.0,120.0,1985.0,-37.58964,145.10446,565000.0,1,0,0,0,1,0,0,0,0,1,0
25142,25163,25216,4,2017,25.9,4.0,2.0,2.0,519.0,238.0,2014.0,-37.59748,145.08202,802000.0,1,0,0,0,1,0,0,0,1,0,0
25143,25164,25217,3,2017,25.9,3.0,2.0,2.0,2008.4186046511627,,2008.4186046511627,-37.59083,145.09182,555000.0,1,0,0,0,0,0,1,0,0,1,0
25144,25165,25218,2,2017,25.9,2.0,2.0,1.0,375.0,176.0,2008.4186046511627,-37.61071,145.08159,475000.0,1,0,0,0,1,0,0,0,0,1,0
25146,25167,25220,3,2017,17.9,3.0,1.0,0.0,432.0,104.0,1994.0,-37.65218,145.05929,592500.0,1,0,0,0,0,0,1,0,0,1,0
25148,25169,25222,4,2017,17.9,4.0,2.0,3.0,1986.9397590361446,170.0,1980.0,-37.65783,145.06079,712000.0,1,0,0,0,1,0,0,0,0,1,0
25150,25171,25224,4,2017,17.2,4.0,2.0,1.0,700.0,,1978.3255813953488,-37.81131,145.19739,958888.0,1,0,0,0,1,0,0,0,1,0,0
25152,25173,25226,4,2017,10.2,4.0,2.0,5.0,1954.5384615384614,,1954.5384615384614,-37.82446,145.11338,1500000.0,1,0,0,0,0,0,0,1,0,1,0
25156,25177,25230,3,2017,6.2,3.0,3.0,1.0,490.0,,1946.472972972973,-37.76581,144.90729,950000.0,0,1,0,0,0,0,1,0,0,1,0
25158,25179,25232,4,2017,6.2,4.0,1.0,2.0,1946.472972972973,,1946.472972972973,-37.7717,144.92302,2050000.0,1,0,0,0,1,0,0,0,1,0,0
25160,25181,25234,4,2017,6.2,4.0,2.0,2.0,1946.472972972973,182.0,1910.0,-37.76778,144.92786,1320000.0,1,0,0,0,1,0,0,0,0,1,0
25163,25184,25237,4,2017,6.2,4.0,2.0,2.0,572.0,,1946.472972972973,-37.77197,144.93026,1400000.0,1,0,0,0,0,0,1,0,1,0,0
25165,25186,25239,3,2017,14.3,3.0,1.0,1.0,602.0,,1968.2096774193549,-37.93743,145.05354,1191000.0,1,0,0,0,1,0,0,0,0,1,0
25166,25187,25240,3,2017,26.5,3.0,2.0,2.0,939.0,,1978.4615384615386,-37.77374,145.3047,801500.0,1,0,0,0,1,0,0,0,1,0,0
25168,25189,25242,3,2017,21.5,3.0,1.0,1.0,698.0,,1983.24,-37.98594,145.09793,790000.0,1,0,0,0,1,0,0,0,0,1,0
25169,25190,25243,3,2017,14.2,3.0,1.0,4.0,1965.107142857143,,1965.107142857143,-37.85686,145.11906,1430000.0,1,0,0,0,1,0,0,0,1,0,0
25170,25191,25244,3,2017,14.2,3.0,2.0,2.0,1965.107142857143,,1965.107142857143,-37.87761,145.12996,1542000.0,0,0,1,0,1,0,0,0,1,0,0
25171,25192,25245,3,2017,14.2,3.0,1.0,2.0,1965.107142857143,,1965.107142857143,-37.86467,145.11823,1380000.0,1,0,0,0,1,0,0,0,0,1,0
25172,25193,25246,4,2017,14.2,4.0,2.0,2.0,1965.107142857143,267.0,1975.0,-37.87226,145.12082,1635000.0,1,0,0,0,1,0,0,0,0,1,0
25174,25195,25248,4,2017,18.8,4.0,2.0,1.0,1980.1136363636363,197.0,1975.0,-37.92181,145.17104,900000.0,1,0,0,0,1,0,0,0,0,1,0
25176,25197,25250,3,2017,6.2,3.0,1.0,2.0,372.0,157.0,1915.0,-37.84776,144.89223,1189000.0,1,0,0,0,1,0,0,0,0,1,0
25180,25201,25254,2,2017,22.7,2.0,1.0,4.0,1970.6296296296296,83.0,1950.0,-37.97349,145.17327,715000.0,1,0,0,0,0,0,0,1,1,0,0
25182,25203,25256,3,2017,5.3,3.0,1.0,2.0,1938.8923076923077,25.0,1938.8923076923077,-37.7662,145.00682,1500000.0,1,0,0,0,0,0,0,1,0,1,0
25183,25204,25257,3,2017,5.3,3.0,2.0,3.0,400.0,,1938.8923076923077,-37.77892,145.01235,1740000.0,1,0,0,0,1,0,0,0,1,0,0
25186,25207,25260,3,2017,16.7,3.0,1.0,3.0,730.0,737.0,1970.0,-37.90521,145.14866,1100000.0,1,0,0,0,1,0,0,0,0,0,1
25187,25208,25261,3,2017,15.4,3.0,1.0,2.0,426.0,131.0,1970.0,-37.81223,145.17926,735000.0,1,0,0,0,1,0,0,0,0,1,0
25189,25210,25263,3,2017,12.3,3.0,1.0,2.0,536.0,,1953.148148148148,-37.90561,145.08982,1215000.0,1,0,0,0,1,0,0,0,0,1,0
25190,25211,25264,3,2017,12.3,3.0,2.0,2.0,562.0,132.0,1940.0,-37.90537,145.09365,1315000.0,1,0,0,0,1,0,0,0,1,0,0
25191,25212,25265,3,2017,15.5,3.0,1.0,2.0,534.0,,1973.1538461538462,-37.92981,145.08361,1045000.0,1,0,0,0,1,0,0,0,0,1,0
25192,25213,25266,3,2017,15.5,3.0,2.0,2.0,1973.1538461538462,172.0,1990.0,-37.93874,145.09618,1090000.0,1,0,0,0,1,0,0,0,1,0,0
25193,25214,25267,3,2017,15.5,3.0,1.0,2.0,534.0,130.0,1965.0,-37.93761,145.08564,962500.0,1,0,0,0,1,0,0,0,0,0,1
25196,25217,25270,4,2017,11.4,4.0,2.0,3.0,522.0,145.0,1970.0,-37.9078,145.04119,1700000.0,1,0,0,0,0,0,1,0,0,1,0
25197,25218,25271,3,2017,21.5,3.0,1.0,1.0,697.0,110.0,1980.0,-37.98819,145.07385,1055000.0,1,0,0,0,1,0,0,0,0,1,0
25204,25225,25278,3,2017,8.5,3.0,3.0,2.0,797.0,154.0,2013.0,-37.73009,144.93068,780000.0,0,1,0,0,0,0,0,1,1,0,0
25205,25226,25279,3,2017,8.5,3.0,2.0,2.0,601.0,,1977.4430379746836,-37.72088,144.9457,871000.0,1,0,0,0,1,0,0,0,1,0,0
25206,25227,25280,2,2017,8.5,2.0,2.0,1.0,1977.4430379746836,,1977.4430379746836,-37.72201,144.94249,460000.0,0,0,1,1,0,0,0,0,1,0,0
25207,25228,25281,3,2017,8.5,3.0,1.0,2.0,1977.4430379746836,,1977.4430379746836,-37.71545,144.94232,750000.0,1,0,0,0,0,0,0,1,1,0,0
25209,25230,25283,3,2017,8.5,3.0,1.0,1.0,557.0,113.0,1950.0,-37.72332,144.92673,891000.0,1,0,0,0,1,0,0,0,0,1,0
25212,25234,25287,3,2017,14.7,3.0,1.0,1.0,444.0,,2008.281690140845,-37.87593,144.74831,540000.0,1,0,0,0,1,0,0,0,0,0,1
25215,25237,25290,4,2017,14.7,4.0,2.0,2.0,237.0,178.0,2005.0,-37.90585,144.74921,515000.0,1,0,0,0,0,0,1,0,0,1,0
25219,25241,25294,3,2017,3.5,3.0,1.0,1.0,135.0,,1963.0790960451977,-37.83679,144.93949,1400000.0,1,0,0,0,1,0,0,0,0,1,0
25220,25242,25295,4,2017,3.5,4.0,3.0,1.0,1963.0790960451977,185.0,2016.0,-37.83281,144.94156,2300000.0,1,0,0,0,1,0,0,0,0,1,0
25224,25246,25299,3,2017,4.6,3.0,1.0,0.0,1934.736111111111,126.0,1900.0,-37.858,145.00733,1500000.0,1,0,0,1,0,0,0,0,0,1,0
25225,25247,25300,2,2017,4.6,2.0,1.0,2.0,1934.736111111111,,2002.0,-37.84691,144.98828,1395000.0,1,0,0,0,1,0,0,0,1,0,0
25226,25248,25301,3,2017,4.6,3.0,2.0,2.0,1934.736111111111,200.0,1880.0,-37.85256,145.00143,3250000.0,1,0,0,0,0,0,1,0,1,0,0
25229,25251,25304,2,2017,8.4,2.0,1.0,4.0,501.0,99.0,1955.0,-37.73664,145.02375,835000.0,1,0,0,0,1,0,0,0,1,0,0
25230,25252,25305,2,2017,8.4,2.0,1.0,3.0,1954.9438775510205,,1954.9438775510205,-37.74975,145.01896,1035000.0,1,0,0,0,1,0,0,0,1,0,0
25232,25254,25307,2,2017,8.4,2.0,1.0,1.0,706.0,65.0,1970.0,-37.73543,145.0162,440000.0,0,0,1,0,0,0,1,0,0,1,0
25233,25255,25308,4,2017,8.4,4.0,2.0,1.0,1954.9438775510205,,1954.9438775510205,-37.74712,144.98784,1516000.0,1,0,0,0,1,0,0,0,0,1,0
25234,25256,25309,2,2017,8.4,2.0,1.0,2.0,1954.9438775510205,,1954.9438775510205,-37.73433,144.99807,732000.0,1,0,0,0,1,0,0,0,0,1,0
25235,25257,25310,2,2017,8.4,2.0,1.0,1.0,265.0,,1954.9438775510205,-37.7483,145.00176,869000.0,1,0,0,0,1,0,0,0,1,0,0
25237,25259,25312,3,2017,8.4,3.0,2.0,1.0,545.0,,1954.9438775510205,-37.73115,145.01608,1201000.0,1,0,0,0,1,0,0,0,1,0,0
25239,25261,25314,3,2017,12.0,3.0,1.0,1.0,1974.48,,1974.48,-37.70558,145.01506,730000.0,1,0,0,0,1,0,0,0,1,0,0
25240,25262,25315,3,2017,12.0,3.0,1.0,2.0,750.0,,1974.48,-37.70058,144.98905,760000.0,1,0,0,1,0,0,0,0,1,0,0
25243,25265,25318,4,2017,12.0,4.0,3.0,4.0,557.0,,1974.48,-37.69868,145.03418,920000.0,1,0,0,0,1,0,0,0,1,0,0
25245,25267,25320,3,2017,12.0,3.0,1.0,1.0,491.0,0.0,1950.0,-37.71445,144.98225,650000.0,1,0,0,0,0,0,1,0,1,0,0
25248,25270,25323,4,2017,12.0,4.0,1.0,1.0,736.0,,1974.48,-37.73113,145.02405,850000.0,1,0,0,0,0,0,0,1,1,0,0
25250,25272,25325,3,2017,12.0,3.0,1.0,2.0,1974.48,,1974.48,-37.7074,145.01316,730000.0,1,0,0,0,1,0,0,0,1,0,0
25251,25273,25326,4,2017,12.0,4.0,1.0,2.0,646.0,168.0,1950.0,-37.72653,145.01855,1000000.0,1,0,0,0,1,0,0,0,1,0,0
25252,25274,25327,4,2017,12.0,4.0,2.0,4.0,1974.48,,1974.48,-37.71734,144.99603,1011000.0,1,0,0,0,1,0,0,0,1,0,0
25256,25278,25331,2,2017,2.4,2.0,1.0,1.0,1954.2222222222222,,1954.2222222222222,-37.82171,145.00618,1170000.0,1,0,0,0,1,0,0,0,0,1,0
25258,25280,25333,4,2017,2.4,4.0,1.0,3.0,411.0,150.0,1922.0,-37.81349,145.0049,1907000.0,1,0,0,0,1,0,0,0,0,1,0
25259,25281,25334,2,2017,2.4,2.0,2.0,2.0,1954.2222222222222,124.0,2010.0,-37.81673,144.99549,1250000.0,1,0,0,0,0,0,1,0,0,1,0
25267,25289,25342,4,2017,19.9,4.0,2.0,1.0,1975.0277777777778,180.0,1964.0,-37.81542,145.21839,1260000.0,1,0,0,0,1,0,0,0,0,0,1
25276,25298,25351,4,2017,20.6,4.0,2.0,2.0,1999.68,181.0,1999.0,-37.62453,144.93393,536000.0,1,0,0,0,1,0,0,0,0,1,0
25277,25299,25352,3,2017,20.6,3.0,2.0,2.0,328.0,0.0,2004.0,-37.61388,144.9227,470000.0,1,0,0,0,1,0,0,0,0,1,0
25278,25300,25353,3,2017,15.2,3.0,1.0,1.0,1951.9756097560976,113.0,1935.0,-37.95313,145.01732,1185000.0,1,0,0,0,1,0,0,0,0,1,0
25279,25301,25354,4,2017,15.2,4.0,3.0,2.0,675.0,291.0,2007.0,-37.9487,145.02145,1675000.0,1,0,0,0,0,0,0,1,1,0,0
25280,25302,25355,3,2017,15.2,3.0,3.0,1.0,1951.9756097560976,,1951.9756097560976,-37.94783,145.01593,1550000.0,1,0,0,0,1,0,0,0,0,1,0
25281,25303,25356,3,2017,15.2,3.0,1.0,2.0,600.0,133.0,1950.0,-37.9524,145.02052,1300000.0,1,0,0,0,1,0,0,0,0,1,0
25284,25306,25359,4,2017,35.4,3.0,2.0,0.0,1970.7692307692307,133.0,1970.0,-38.11387,145.14594,810000.0,1,0,0,1,0,0,0,0,1,0,0
25285,25307,25360,3,2017,35.4,3.0,2.0,1.0,1970.7692307692307,,1960.0,-38.08731,145.1259,780000.0,1,0,0,0,0,0,1,0,0,0,1
25287,25309,25362,3,2017,5.1,3.0,1.0,0.0,436.0,92.0,1910.0,-37.80868,144.88483,1010000.0,1,0,0,0,0,0,1,0,1,0,0
25288,25310,25363,4,2017,1.9,4.0,2.0,2.0,132.0,,1926.4130434782608,-37.8349,144.95758,1850000.0,1,0,0,0,1,0,0,0,1,0,0
25291,25313,25366,2,2017,1.9,2.0,1.0,0.0,1926.4130434782608,78.0,1870.0,-37.83551,144.95272,1000000.0,1,0,0,0,0,0,0,1,0,1,0
25293,25315,25368,3,2017,20.5,3.0,2.0,2.0,450.0,140.0,1995.0,-37.6353,145.06673,650000.0,1,0,0,0,1,0,0,0,1,0,0
25294,25316,25369,4,2017,20.5,4.0,2.0,2.0,676.0,178.0,2002.0,-37.63132,145.06562,737500.0,1,0,0,0,1,0,0,0,0,0,1
25295,25317,25370,3,2017,2.7,3.0,2.0,2.0,1958.018779342723,225.0,2005.0,-37.84349,145.0035,2500000.0,1,0,0,0,0,0,0,1,0,1,0
25296,25318,25371,3,2017,2.7,3.0,2.0,2.0,223.0,235.0,1999.0,-37.84188,144.99979,2180000.0,1,0,0,0,0,0,0,1,0,1,0
25297,25319,25372,2,2017,2.7,2.0,1.0,1.0,1958.018779342723,76.0,1965.0,-37.83361,144.98819,590000.0,0,0,1,1,0,0,0,0,0,1,0
25299,25321,25374,3,2017,2.7,3.0,2.0,2.0,153.0,162.0,1996.0,-37.83998,144.98877,1750000.0,1,0,0,0,1,0,0,0,1,0,0
25300,25322,25375,3,2017,2.7,3.0,1.0,1.0,238.0,,1995.0,-37.84073,144.98622,1300000.0,1,0,0,1,0,0,0,0,1,0,0
25301,25323,25376,2,2017,6.2,2.0,1.0,1.0,361.0,0.0,1910.0,-37.8294,144.8841,1225000.0,1,0,0,0,0,0,1,0,0,1,0
25302,25324,25377,3,2017,20.8,3.0,1.0,2.0,554.0,94.0,1950.0,-37.95277,145.14194,880000.0,1,0,0,0,1,0,0,0,0,1,0
25303,25325,25378,3,2017,20.8,3.0,1.0,3.0,1959.1666666666667,,1959.1666666666667,-37.93505,145.16297,715000.0,1,0,0,0,1,0,0,0,1,0,0
25304,25326,25379,3,2017,14.0,3.0,1.0,2.0,630.0,,1976.6739130434783,-37.73041,144.79471,845000.0,1,0,0,1,0,0,0,0,0,1,0
25309,25331,25384,4,2017,16.1,4.0,2.0,2.0,673.0,167.0,1985.0,-37.68467,145.14103,870000.0,1,0,0,0,0,0,0,1,0,0,1
25313,25335,25388,2,2017,8.2,2.0,1.0,1.0,1973.5483870967741,,1973.5483870967741,-37.73907,144.92099,1661000.0,1,0,0,0,1,0,0,0,1,0,0
25314,25336,25389,3,2017,8.2,3.0,2.0,2.0,1973.5483870967741,257.0,2011.0,-37.73144,144.9179,1200000.0,1,0,0,0,0,0,0,1,0,1,0
25316,25338,25391,4,2017,8.2,4.0,2.0,2.0,1973.5483870967741,,1973.5483870967741,-37.74313,144.93247,1221000.0,1,0,0,0,1,0,0,0,0,1,0
25319,25341,25394,5,2017,31.7,5.0,3.0,2.0,1988.4285714285713,,1988.4285714285713,-37.5706,144.71387,700000.0,1,0,0,0,0,0,1,0,0,0,1
25320,25342,25395,3,2017,31.7,3.0,2.0,1.0,646.0,130.0,1995.0,-37.56172,144.70459,520000.0,1,0,0,0,1,0,0,0,0,0,1
25321,25343,25396,3,2017,31.7,3.0,1.0,2.0,1010.0,,1988.4285714285713,-37.58231,144.72248,600000.0,1,0,0,0,1,0,0,0,0,0,1
25322,25344,25397,3,2017,31.7,3.0,2.0,4.0,658.0,,1988.4285714285713,-37.56455,144.72948,530000.0,1,0,0,0,1,0,0,0,0,0,1
25323,25345,25398,3,2017,31.7,3.0,1.0,2.0,689.0,133.0,1965.0,-37.58271,144.73207,515000.0,1,0,0,0,1,0,0,0,1,0,0
25324,25346,25399,2,2017,10.5,2.0,1.0,2.0,1961.1333333333334,97.0,2016.0,-37.78802,144.84149,610000.0,0,1,0,0,1,0,0,0,0,1,0
25325,25347,25400,3,2017,10.5,3.0,1.0,1.0,1961.1333333333334,,1961.1333333333334,-37.78246,144.83807,750000.0,1,0,0,0,1,0,0,0,0,1,0
25326,25348,25401,3,2017,10.5,3.0,1.0,3.0,527.0,,1970.0,-37.77337,144.83653,725000.0,1,0,0,0,1,0,0,0,0,1,0
25328,25350,25403,3,2017,10.5,3.0,2.0,1.0,255.0,108.0,2015.0,-37.79482,144.79027,570000.0,1,0,0,0,1,0,0,0,0,0,1
25329,25351,25404,3,2017,10.5,3.0,2.0,4.0,1978.9411764705883,130.0,1950.0,-37.78929,144.81414,820000.0,1,0,0,0,1,0,0,0,0,1,0
25330,25352,25405,3,2017,10.5,3.0,1.0,2.0,1978.9411764705883,,1978.9411764705883,-37.78965,144.81297,750000.0,1,0,0,0,1,0,0,0,1,0,0
25331,25353,25406,4,2017,10.2,4.0,3.0,2.0,1227.0,,1902.0,-37.8242,145.10215,3445000.0,1,0,0,0,1,0,0,0,0,1,0
25332,25354,25407,4,2017,10.2,4.0,2.0,2.0,627.0,300.0,1947.972602739726,-37.81582,145.09443,2285000.0,1,0,0,0,1,0,0,0,0,0,1
25333,25355,25408,4,2017,10.2,4.0,2.0,4.0,751.0,188.0,1888.0,-37.82233,145.09559,2300000.0,1,0,0,0,0,0,0,1,0,1,0
25334,25356,25409,3,2017,10.2,3.0,1.0,2.0,819.0,,1947.972602739726,-37.83335,145.10996,1980000.0,1,0,0,0,1,0,0,0,0,0,1
25335,25357,25410,3,2017,10.2,3.0,2.0,2.0,1947.972602739726,155.0,1920.0,-37.83395,145.09405,1975000.0,1,0,0,1,0,0,0,0,0,1,0
25336,25358,25411,3,2017,10.2,3.0,2.0,2.0,736.0,,1947.972602739726,-37.82952,145.09955,1285000.0,1,0,0,0,1,0,0,0,0,1,0
25337,25359,25412,4,2017,18.4,4.0,2.0,2.0,448.0,0.0,2010.0,-37.84743,144.71243,585000.0,1,0,0,0,1,0,0,0,1,0,0
25338,25360,25413,3,2017,18.4,3.0,2.0,1.0,2008.6,,2008.6,-37.86567,144.65925,482500.0,1,0,0,0,1,0,0,0,1,0,0
25339,25361,25414,4,2017,15.5,4.0,4.0,2.0,4168.0,,1987.842105263158,-37.76573,145.13911,2300000.0,1,0,0,0,1,0,0,0,1,0,0
25340,25362,25415,4,2017,15.5,4.0,3.0,2.0,941.0,,1987.842105263158,-37.77466,145.16404,1731500.0,1,0,0,0,1,0,0,0,1,0,0
25341,25363,25416,4,2017,15.5,4.0,3.0,2.0,345.0,125.0,1950.0,-37.75521,145.12176,1550000.0,0,1,0,0,0,0,0,1,1,0,0
25342,25364,25417,3,2017,15.5,3.0,2.0,2.0,960.0,200.0,1985.0,-37.76598,145.16524,1290000.0,1,0,0,0,1,0,0,0,1,0,0
25343,25365,25418,4,2017,12.4,4.0,3.0,6.0,709.0,286.0,1999.0,-37.76948,145.105,1390000.0,1,0,0,1,0,0,0,0,1,0,0
25344,25366,25419,4,2017,12.4,4.0,2.0,2.0,799.0,,1976.4651162790697,-37.75743,145.11669,1100000.0,1,0,0,0,0,0,1,0,0,1,0
25346,25368,25421,3,2017,12.4,3.0,1.0,2.0,738.0,114.0,1960.0,-37.77154,145.10361,1435000.0,1,0,0,1,0,0,0,0,0,0,1
25347,25369,25422,3,2017,15.3,3.0,1.0,6.0,1975.7948717948718,109.0,1975.0,-37.67973,145.03853,710000.0,1,0,0,0,1,0,0,0,0,1,0
25348,25370,25423,5,2017,15.3,5.0,2.0,1.0,529.0,,1975.7948717948718,-37.67948,145.00496,735000.0,1,0,0,0,1,0,0,0,1,0,0
25349,25371,25424,2,2017,15.3,2.0,1.0,1.0,148.0,,1975.7948717948718,-37.67501,145.01392,460000.0,0,0,1,0,1,0,0,0,1,0,0
25350,25372,25425,2,2017,7.0,2.0,1.0,2.0,1956.3211678832117,92.0,1950.0,-37.75625,145.02194,1025000.0,1,0,0,0,1,0,0,0,1,0,0
