,level_0,index,Rooms,Date,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Type(h),Type(t),Type(u),Method(S),Method(SP),Method(PI),Method(VB),Method(SA),big,medium,small,Price
9003,17342,17342,3,2017,5.3,3.0,2.0,3.0,502.0,133.0,1920.0,-37.7721,145.0006,1,0,0,0,0,0,1,0,0,1,0,2071000.0000000002
9004,17343,17343,2,2017,5.3,2.0,1.0,1.0,302.0,100.0,1925.0,-37.774,145.0081,1,0,0,1,0,0,0,0,0,1,0,1411550.0
9005,17345,17345,3,2017,5.3,3.0,2.0,1.0,150.0,118.0,1900.0,-37.7696,145.0003,1,0,0,0,0,0,1,0,0,1,0,1078010.0
9006,17349,17349,3,2017,16.7,3.0,2.0,2.0,1984.1666666666667,172.0,2003.0,-37.9048,145.1443,0,1,0,0,1,0,0,0,0,1,0,1008250.0000000001
9007,17352,17352,4,2017,12.3,4.0,3.0,2.0,578.0,232.0,1927.0,-37.8915,145.0888,1,0,0,1,0,0,0,0,1,0,0,1264400.0
9008,17354,17354,3,2017,15.5,3.0,2.0,2.0,313.0,314.0,2012.0,-37.9285,145.0842,1,0,0,1,0,0,0,0,1,0,0,1144500.0
9009,17359,17359,3,2017,8.5,3.0,2.0,1.0,658.0,112.0,1950.0,-37.726,144.947,1,0,0,1,0,0,0,0,1,0,0,817500.0000000001
9010,17361,17361,4,2017,14.7,4.0,2.0,2.0,2008.281690140845,198.0,2007.0,-37.8809,144.7265,1,0,0,0,1,0,0,0,1,0,0,724850.0
9011,17362,17362,4,2017,14.7,4.0,3.0,2.0,2008.281690140845,206.0,2010.0,-37.9075,144.7504,1,0,0,0,0,0,1,0,1,0,0,743380.0
9012,17366,17366,3,2017,4.6,3.0,2.0,1.0,261.0,194.0,1880.0,-37.8513,145.0089,1,0,0,0,0,0,1,0,0,1,0,3542500.0000000005
9013,17372,17372,4,2017,8.4,4.0,2.0,2.0,1954.9438775510205,152.0,1930.0,-37.7476,145.0109,1,0,0,0,1,0,0,0,0,1,0,1727650.0000000002
9014,17374,17374,3,2017,12.0,3.0,2.0,2.0,1974.48,139.0,1965.0,-37.6921,144.9762,1,0,0,0,1,0,0,0,1,0,0,724850.0
9015,17378,17378,3,2017,12.0,3.0,1.0,1.0,767.0,132.0,1960.0,-37.7039,144.9858,1,0,0,1,0,0,0,0,1,0,0,850200.0000000001
9016,17379,17379,3,2017,12.0,3.0,1.0,2.0,1974.48,108.0,1950.0,-37.7112,145.0211,1,0,0,0,1,0,0,0,1,0,0,708500.0
9017,17382,17382,3,2017,19.9,3.0,1.0,1.0,1975.0277777777776,127.0,1978.0,-37.7934,145.2498,1,0,0,0,1,0,0,0,0,0,1,880720.0000000001
9018,17385,17385,4,2017,19.9,4.0,2.0,2.0,1975.0277777777776,164.0,1974.0,-37.7987,145.2469,1,0,0,0,1,0,0,0,1,0,0,1144500.0
9019,17386,17386,2,2017,19.9,2.0,1.0,1.0,1975.0277777777776,100.0,1955.0,-37.8181,145.2296,1,0,0,0,1,0,0,0,0,0,1,1312360.0
9020,17389,17389,4,2017,8.9,4.0,3.0,2.0,1964.2586206896551,146.0,1955.0,-37.7421,145.072,1,0,0,0,0,0,0,1,0,1,0,1667700.0000000002
9021,17393,17393,4,2017,20.6,4.0,2.0,2.0,1999.68,204.0,2000.0,-37.6231,144.9298,1,0,0,0,1,0,0,0,0,1,0,697600.0
9022,17398,17398,4,2017,20.5,4.0,2.0,2.0,2004.25,155.0,2008.0,-37.6382,145.0847,1,0,0,1,0,0,0,0,0,1,0,686700.0
9023,17399,17399,4,2017,20.5,4.0,2.0,2.0,449.0,213.0,2004.0,-37.6377,145.0704,1,0,0,1,0,0,0,0,0,1,0,692150.0
9024,17400,17400,5,2017,20.5,5.0,3.0,2.0,832.0,255.0,2009.0,-37.6414,145.0838,1,0,0,0,1,0,0,0,0,1,0,882900.0000000001
9025,17402,17402,4,2017,20.5,4.0,3.0,2.0,326.0,230.0,2009.0,-37.6489,145.0968,1,0,0,0,0,0,1,0,1,0,0,710680.0
9026,17403,17403,3,2017,2.7,3.0,2.0,2.0,1958.018779342723,210.0,2008.0,-37.8418,145.0016,1,0,0,0,1,0,0,0,0,1,0,2464490.0
9027,17404,17404,2,2017,2.7,2.0,1.0,0.0,1958.018779342723,140.0,1880.0,-37.8407,145.0022,1,0,0,0,0,0,0,1,0,1,0,1744000.0000000002
9028,17407,17407,3,2017,14.0,3.0,2.0,2.0,1976.6739130434785,270.0,1992.0,-37.7457,144.781,1,0,0,0,0,0,1,0,0,1,0,915600.0000000001
9029,17408,17408,3,2017,14.0,3.0,1.0,8.0,534.0,124.0,1980.0,-37.7479,144.8184,1,0,0,0,1,0,0,0,1,0,0,677980.0
9030,17413,17413,3,2017,31.7,3.0,2.0,0.0,711.0,11.0,1986.0,-37.5867,144.7111,1,0,0,1,0,0,0,0,0,1,0,510120.00000000006
9031,17421,17421,2,2017,10.5,2.0,1.0,0.0,531.0,78.0,1958.0,-37.7987,144.8264,1,0,0,0,1,0,0,0,1,0,0,795700.0000000001
9032,17423,17423,3,2017,10.5,3.0,1.0,4.0,474.0,145.0,1961.0,-37.7839,144.8361,1,0,0,0,1,0,0,0,0,1,0,1010975.0000000001
9033,17424,17424,4,2017,10.5,4.0,1.0,3.0,585.0,169.0,1950.0,-37.78,144.8394,1,0,0,0,0,0,1,0,1,0,0,1030922.0000000001
9034,17427,17427,4,2017,10.5,4.0,2.0,2.0,1978.9411764705883,26.0,2006.0,-37.7989,144.8076,0,1,0,0,1,0,0,0,0,1,0,632200.0
9035,17428,17428,4,2017,10.2,4.0,2.0,3.0,844.0,233.0,1925.0,-37.82,145.088,1,0,0,0,1,0,0,0,0,1,0,3161000.0
9036,17431,17431,3,2017,18.0,3.0,2.0,3.0,2000.909090909091,194.0,2000.0,-37.6958,144.7631,1,0,0,0,1,0,0,0,1,0,0,730300.0
9037,17433,17433,4,2017,18.0,4.0,2.0,2.0,2006.0,175.0,2008.0,-37.7139,144.747,1,0,0,0,1,0,0,0,0,1,0,784800.0
9038,17435,17435,6,2017,15.5,6.0,4.0,3.0,4046.0,419.0,1980.0,-37.7675,145.1412,1,0,0,0,1,0,0,0,1,0,0,3302700.0000000005
9039,17437,17437,3,2017,12.4,3.0,1.0,1.0,725.0,120.0,1960.0,-37.7681,145.1092,1,0,0,0,1,0,0,0,1,0,0,1417000.0
9040,17438,17438,4,2017,12.4,4.0,2.0,2.0,730.0,205.0,1965.0,-37.7617,145.1041,1,0,0,0,0,1,0,0,1,0,0,1851910.0000000002
9041,17443,17443,4,2017,15.3,4.0,2.0,2.0,660.0,240.0,2004.0,-37.686,145.0394,1,0,0,0,1,0,0,0,1,0,0,916690.0000000001
9042,17444,17444,3,2017,7.0,3.0,2.0,2.0,1956.321167883212,138.0,2010.0,-37.7548,145.02,0,1,0,1,0,0,0,0,0,1,0,997350.0000000001
9043,17446,17446,3,2017,18.4,3.0,2.0,2.0,2010.2142857142856,158.0,2002.0,-37.8536,144.7163,1,0,0,0,1,0,0,0,0,1,0,618030.0
9044,17453,17453,4,2017,14.7,4.0,3.0,2.0,843.0,219.0,1975.0,-37.8511,145.2321,1,0,0,0,1,0,0,0,1,0,0,1182650.0
9045,17454,17454,3,2017,14.7,3.0,1.0,4.0,1093.0,115.0,1960.0,-37.861,145.2507,1,0,0,0,1,0,0,0,0,0,1,1374490.0
9046,17455,17455,5,2017,14.7,5.0,2.0,2.0,695.0,242.0,2005.0,-37.8827,145.2405,1,0,0,0,1,0,0,0,1,0,0,1313450.0
9047,17462,17462,3,2017,14.7,3.0,1.0,2.0,733.0,151.0,1960.0,-37.8978,144.6608,1,0,0,0,1,0,0,0,0,1,0,1014790.0000000001
9048,17463,17463,3,2017,14.7,3.0,1.0,0.0,542.0,110.0,1980.0,-37.8814,144.6621,1,0,0,0,0,0,1,0,1,0,0,468700.00000000006
9049,17470,17470,4,2017,16.7,4.0,1.0,2.0,1980.764705882353,170.0,1980.0,-37.9146,145.177,1,0,0,0,0,0,1,0,1,0,0,1100900.0
9050,17474,17474,3,2017,25.5,3.0,2.0,2.0,2013.65625,145.0,2014.0,-37.6102,145.0401,1,0,0,0,0,0,1,0,0,0,1,577700.0
9051,17475,17475,3,2017,25.5,3.0,2.0,2.0,2013.65625,225.0,2013.65625,-37.6132,145.0186,1,0,0,0,0,0,1,0,0,0,1,773900.0
9052,17477,17477,4,2017,6.3,4.0,2.0,3.0,444.0,167.0,1950.0,-37.8206,144.8786,1,0,0,0,1,0,0,0,0,1,0,1463870.0
9053,17478,17478,3,2017,6.3,3.0,1.0,2.0,1949.5688622754487,118.0,1935.0,-37.8122,144.8768,1,0,0,0,0,0,0,1,1,0,0,981000.0000000001
9054,17480,17480,2,2017,6.3,2.0,1.0,2.0,1949.5688622754487,107.0,2001.0,-37.8127,144.8792,0,1,0,0,1,0,0,0,0,1,0,879630.0000000001
9055,17482,17482,3,2018,10.4,3.0,1.0,2.0,634.0,140.0,1960.0,-37.72904,144.88259,1,0,0,0,1,0,0,0,1,0,0,970000.0
9056,17483,17483,4,2018,10.4,4.0,2.0,1.0,585.0,178.0,2015.0,-37.73344,144.88925,1,0,0,0,0,0,0,1,1,0,0,790000.0
9057,17487,17487,3,2018,11.0,3.0,1.0,4.0,1981.6530612244896,117.0,1960.0,-37.86876,144.80737,1,0,0,0,1,0,0,0,1,0,0,850000.0
9058,17488,17488,3,2018,15.5,3.0,2.0,4.0,560.0,154.0,1990.0,-37.8879,144.77873,1,0,0,0,1,0,0,0,1,0,0,718000.0
9059,17494,17494,3,2018,21.5,3.0,1.0,2.0,556.0,146.0,1970.0,-38.02357,145.10492,1,0,0,0,1,0,0,0,0,1,0,1000000.0
9060,17496,17496,3,2018,9.5,3.0,1.0,1.0,641.0,137.0,1970.0,-37.7576,144.85979,1,0,0,0,1,0,0,0,1,0,0,727500.0
9061,17497,17497,5,2018,7.9,5.0,5.0,2.0,1242.0,313.0,1952.0,-37.81654,145.07165,1,0,0,0,0,0,0,1,0,1,0,4600000.0
9062,17502,17502,4,2018,9.7,4.0,2.0,2.0,961.0,210.0,1970.0,-37.8012,145.09288,1,0,0,0,1,0,0,0,0,1,0,1960000.0
9063,17503,17503,3,2018,23.2,3.0,3.0,4.0,1028.0,175.0,1980.0,-37.84034,145.25416,1,0,0,0,1,0,0,0,0,1,0,910000.0
9064,17504,17504,3,2018,23.2,3.0,2.0,2.0,719.0,168.0,1975.0,-37.85255,145.25799,1,0,0,0,1,0,0,0,1,0,0,862000.0
9065,17505,17505,5,2018,23.2,5.0,3.0,6.0,721.0,185.0,1980.0,-37.8506,145.25909,1,0,0,1,0,0,0,0,0,0,1,822000.0
9066,17507,17507,3,2018,23.2,3.0,1.0,2.0,1984.4545454545453,113.0,1990.0,-37.82972,145.26797,1,0,0,0,0,0,0,1,0,1,0,720000.0
9067,17509,17509,5,2018,11.4,5.0,2.0,1.0,1969.9166666666667,257.0,1960.0,-37.92707,145.0335,1,0,0,0,1,0,0,0,0,1,0,1740000.0
9068,17512,17512,4,2018,13.8,4.0,3.0,2.0,1976.4114832535888,250.0,2017.0,-37.91034,145.07706,0,1,0,0,1,0,0,0,0,1,0,1320500.0
9069,17518,17518,5,2018,13.4,5.0,5.0,3.0,1972.25,420.0,2016.0,-37.83016,145.14398,1,0,0,0,0,0,0,1,0,0,1,2250000.0
9070,17519,17519,5,2018,13.4,5.0,4.0,6.0,870.0,172.0,1970.0,-37.80554,145.15549,1,0,0,0,1,0,0,0,0,1,0,1570000.0
9071,17523,17523,3,2018,25.0,3.0,1.0,1.0,730.0,100.0,1969.0,-37.84889,145.29539,1,0,0,0,1,0,0,0,0,0,1,629000.0
9072,17525,17525,3,2018,16.1,3.0,2.0,2.0,641.0,154.0,1977.0,-37.70318,145.11929,1,0,0,0,1,0,0,0,1,0,0,825000.0
9073,17528,17528,3,2018,10.5,3.0,2.0,2.0,386.0,118.0,1953.0,-37.92276,144.99957,1,0,0,1,0,0,0,0,0,1,0,1900000.0
9074,17529,17529,4,2018,10.3,4.0,2.0,2.0,697.0,53.0,1964.48,-37.92299,145.0123,1,0,0,0,0,0,0,1,0,1,0,3100000.0
9075,17531,17531,2,2018,10.3,2.0,1.0,2.0,440.0,103.0,1930.0,-37.91444,145.02076,1,0,0,0,1,0,0,0,0,1,0,1262000.0
9076,17535,17535,2,2018,5.2,2.0,1.0,1.0,178.0,75.0,1900.0,-37.76685,144.96615,1,0,0,0,1,0,0,0,1,0,0,1011000.0
9077,17536,17536,3,2018,5.2,3.0,1.0,2.0,408.0,124.0,1920.0,-37.77296,144.9562,1,0,0,0,0,0,0,1,0,0,1,1150000.0
9078,17537,17537,2,2018,5.2,2.0,1.0,0.0,241.0,113.0,1910.0,-37.76392,144.9662,1,0,0,0,1,0,0,0,1,0,0,970000.0
9079,17538,17538,4,2018,5.2,4.0,3.0,2.0,371.0,223.0,2014.0,-37.75782,144.97608,1,0,0,0,0,0,1,0,1,0,0,1665000.0
9080,17541,17541,5,2018,12.1,5.0,3.0,3.0,1984.1830985915487,349.0,2013.0,-37.68718,145.09029,1,0,0,0,1,0,0,0,1,0,0,1470000.0
9081,17542,17542,4,2018,12.1,4.0,2.0,2.0,1984.1830985915487,244.0,2010.0,-37.68603,145.0809,1,0,0,0,1,0,0,0,1,0,0,1225000.0
9082,17549,17549,4,2018,3.5,4.0,1.0,0.0,1914.6486486486488,95.0,1890.0,-37.7852,144.97233,1,0,0,0,1,0,0,0,1,0,0,1391000.0
9083,17554,17554,4,2018,8.7,4.0,3.0,2.0,295.0,218.0,2012.0,-37.8971,145.03477,0,1,0,0,1,0,0,0,0,1,0,1675000.0
9084,17556,17556,3,2018,17.9,3.0,1.0,2.0,585.0,123.0,1965.0,-37.9685,145.07538,1,0,0,1,0,0,0,0,1,0,0,800000.0
9085,17558,17558,2,2018,17.9,2.0,1.0,1.0,1977.0,117.0,2002.0,-37.96273,145.04935,0,1,0,0,1,0,0,0,0,1,0,955000.0
9086,17559,17559,3,2018,17.9,3.0,1.0,2.0,581.0,136.0,1960.0,-37.96748,145.07105,1,0,0,0,1,0,0,0,0,1,0,888000.0
9087,17563,17563,3,2018,3.6,3.0,1.0,0.0,241.0,115.0,1890.0,-37.78785,145.00056,1,0,0,0,0,0,0,1,0,1,0,1300000.0
9088,17564,17564,4,2018,6.7,4.0,2.0,3.0,614.0,181.0,1920.0,-37.74043,144.95909,1,0,0,0,1,0,0,0,1,0,0,1090000.0
9089,17567,17567,4,2018,6.7,4.0,2.0,2.0,1969.8125,143.0,1970.0,-37.72455,144.96716,1,0,0,0,1,0,0,0,1,0,0,965000.0
9090,17569,17569,2,2018,6.7,2.0,1.0,1.0,390.0,91.0,1950.0,-37.72481,144.96085,1,0,0,0,0,0,0,1,0,1,0,730000.0
9091,17570,17570,3,2018,6.7,3.0,1.0,2.0,402.0,123.0,1950.0,-37.7341,144.97725,1,0,0,0,1,0,0,0,1,0,0,950000.0
9092,17571,17571,3,2018,6.7,3.0,1.0,2.0,506.0,100.0,1955.0,-37.73039,144.98014,1,0,0,0,0,0,0,1,1,0,0,800000.0
9093,17572,17572,2,2018,2.0,2.0,1.0,1.0,125.0,125.0,1982.0,-37.79799,144.98954,1,0,0,0,0,0,1,0,0,0,1,1079500.0
9094,17574,17574,2,2018,20.6,2.0,1.0,1.0,99.0,98.0,2015.0,-37.57452,144.91706,0,1,0,0,1,0,0,0,0,1,0,380000.0
9095,17575,17575,4,2018,20.6,4.0,2.0,2.0,2003.549668874172,240.0,2012.0,-37.57086,144.90527,1,0,0,0,1,0,0,0,1,0,0,630000.0
9096,17581,17581,3,2018,2.4,3.0,1.0,2.0,156.0,113.0,1880.0,-37.82795,144.99565,1,0,0,0,1,0,0,0,1,0,0,1245000.0
9097,17584,17584,5,2018,23.0,5.0,3.0,2.0,1972.3333333333333,380.0,1980.0,-37.80882,145.26459,1,0,0,0,1,0,0,0,0,1,0,997000.0
9098,17585,17585,3,2018,23.0,3.0,1.0,1.0,1972.3333333333333,95.0,2000.0,-37.79623,145.29918,1,0,0,0,1,0,0,0,0,1,0,655200.0
9099,17587,17587,5,2018,7.9,5.0,2.0,2.0,833.0,370.0,2012.0,-37.81454,145.06008,1,0,0,0,1,0,0,0,0,1,0,3080000.0
9100,17589,17589,4,2018,18.0,4.0,2.0,2.0,1995.2307692307693,148.0,1989.0,-37.72336,144.77527,1,0,0,1,0,0,0,0,1,0,0,600000.0
9101,17590,17590,4,2018,14.7,4.0,2.0,2.0,2009.5,225.0,2010.0,-37.79128,144.75792,1,0,0,0,1,0,0,0,0,1,0,561000.0
9102,17591,17591,4,2018,14.7,4.0,2.0,2.0,2009.5,271.0,2008.0,-37.78746,144.75702,1,0,0,0,1,0,0,0,0,1,0,912000.0
9103,17592,17592,3,2018,21.8,3.0,1.0,2.0,558.0,101.0,1980.0,-37.67786,145.14673,1,0,0,0,1,0,0,0,1,0,0,588000.0
9104,17593,17593,3,2018,21.8,3.0,1.0,1.0,530.0,123.0,1970.0,-37.67786,145.15975,1,0,0,0,1,0,0,0,0,1,0,700000.0
9105,17595,17595,3,2018,22.2,3.0,1.0,2.0,795.0,152.0,1975.0,-37.98604,145.13088,1,0,0,0,1,0,0,0,1,0,0,952000.0
9106,17597,17597,4,2018,14.3,4.0,2.0,2.0,723.0,155.0,1980.0,-37.78612,145.16596,1,0,0,0,1,0,0,0,1,0,0,1198000.0
9107,17599,17599,4,2018,25.9,4.0,2.0,2.0,2010.6666666666667,233.0,2011.0,-37.59315,145.1229,1,0,0,0,1,0,0,0,1,0,0,740000.0
9108,17601,17601,3,2018,25.9,3.0,2.0,2.0,2010.6666666666667,137.0,2012.0,-37.61618,145.12787,1,0,0,0,1,0,0,0,1,0,0,558000.0
9109,17602,17602,3,2018,28.5,3.0,1.0,2.0,563.0,130.0,1986.0,-37.96982,145.26045,1,0,0,0,1,0,0,0,0,1,0,656000.0
9110,17603,17603,4,2018,19.6,4.0,2.0,2.0,1995.1538461538464,223.0,1995.0,-37.63894,145.05404,1,0,0,0,1,0,0,0,1,0,0,735000.0
9111,17604,17604,2,2018,19.6,2.0,1.0,1.0,225.0,76.0,1995.0,-37.64511,145.04145,1,0,0,0,1,0,0,0,1,0,0,432000.0
9112,17605,17605,4,2018,19.6,4.0,2.0,2.0,510.0,199.0,2000.0,-37.63751,145.03896,1,0,0,0,0,0,1,0,0,1,0,611000.0
9113,17607,17607,3,2018,19.6,3.0,2.0,2.0,532.0,110.0,1995.0,-37.64965,145.04405,1,0,0,0,0,0,1,0,0,0,1,571550.0
9114,17609,17609,5,2018,7.5,5.0,3.0,2.0,664.0,242.0,1930.0,-37.74294,144.915,1,0,0,0,1,0,0,0,1,0,0,2200000.0
9115,17611,17611,3,2018,13.1,3.0,1.0,2.0,581.0,148.0,1960.0,-37.70641,144.96502,1,0,0,0,0,0,1,0,1,0,0,767500.0
9116,17613,17613,3,2018,13.1,3.0,2.0,1.0,1973.57,98.0,1960.0,-37.70687,144.97027,1,0,0,0,1,0,0,0,0,1,0,482000.0
9117,17614,17614,3,2018,13.1,3.0,1.0,1.0,593.0,124.0,1965.0,-37.69688,144.96777,1,0,0,0,0,0,1,0,1,0,0,783000.0
9118,17621,17621,5,2018,38.0,5.0,3.0,2.0,925.0,155.0,1960.0,-38.14774,145.14612,1,0,0,0,0,0,1,0,1,0,0,840000.0
9119,17622,17622,3,2018,38.0,3.0,2.0,2.0,1967.78,118.0,1981.0,-38.16031,145.15237,1,0,0,0,0,1,0,0,0,0,1,538000.0
9120,17623,17623,4,2018,38.0,4.0,1.0,4.0,544.0,121.0,1972.0,-38.14786,145.15436,1,0,0,0,1,0,0,0,0,1,0,560000.0
9121,17624,17624,3,2018,38.0,3.0,1.0,1.0,651.0,86.0,1990.0,-38.16446,145.15503,1,0,0,0,1,0,0,0,1,0,0,636000.0
9122,17625,17625,3,2018,38.0,3.0,2.0,3.0,656.0,175.0,1986.0,-38.16625,145.15266,1,0,0,0,1,0,0,0,1,0,0,672500.0
9123,17626,17626,2,2018,38.0,2.0,1.0,4.0,586.0,104.0,1970.0,-38.13262,145.13457,1,0,0,0,1,0,0,0,0,1,0,574000.0
9124,17629,17629,4,2018,38.0,4.0,3.0,3.0,632.0,234.0,1950.0,-38.15529,145.11953,1,0,0,0,0,0,0,1,1,0,0,1150000.0
9125,17630,17630,3,2018,38.0,3.0,2.0,2.0,604.0,232.0,2013.0,-38.16164,145.10777,1,0,0,0,1,0,0,0,1,0,0,1200000.0
9126,17633,17633,3,2018,12.9,3.0,2.0,3.0,530.0,115.0,1980.0,-37.69822,144.89216,1,0,0,0,1,0,0,0,1,0,0,620000.0
9127,17634,17634,3,2018,12.9,3.0,3.0,2.0,343.0,197.0,1985.0,-37.68959,144.88768,1,0,0,0,0,0,1,0,1,0,0,730000.0
9128,17635,17635,6,2018,7.3,6.0,3.0,2.0,1955.591928251121,280.0,1960.0,-37.84775,145.04948,1,0,0,0,1,0,0,0,0,1,0,2245000.0
9129,17638,17638,2,2018,11.2,2.0,1.0,2.0,202.0,1.0,2010.0,-37.70017,144.92648,0,1,0,0,1,0,0,0,0,1,0,530000.0
9130,17645,17645,3,2018,12.9,3.0,2.0,4.0,371.0,176.0,2014.0,-37.70212,144.90104,1,0,0,0,1,0,0,0,1,0,0,790000.0
9131,17646,17646,3,2018,12.9,3.0,2.0,2.0,256.0,172.0,2006.0,-37.70202,144.89983,0,1,0,0,0,0,0,1,1,0,0,700000.0
9132,17647,17647,4,2018,12.9,4.0,2.0,4.0,750.0,286.0,2002.0,-37.70486,144.9007,1,0,0,1,0,0,0,0,1,0,0,1260000.0
9133,17656,17656,4,2018,20.4,4.0,2.0,2.0,2001.3653846153843,281.0,1992.0,-37.64325,144.8915,1,0,0,0,0,0,0,1,1,0,0,750000.0
9134,17657,17657,3,2018,20.4,3.0,2.0,2.0,2001.3653846153843,216.0,2006.0,-37.65019,144.90236,1,0,0,0,1,0,0,0,1,0,0,671000.0
9135,17658,17658,6,2018,20.4,6.0,2.0,6.0,4046.0,323.0,1983.0,-37.64857,144.88562,1,0,0,0,1,0,0,0,0,0,1,1515000.0
9136,17659,17659,3,2018,20.4,3.0,2.0,2.0,2001.3653846153843,140.0,2015.0,-37.61341,144.88702,1,0,0,0,1,0,0,0,1,0,0,660000.0
9137,17660,17660,4,2018,20.4,4.0,2.0,2.0,652.0,200.0,1988.0,-37.64374,144.88919,1,0,0,0,1,0,0,0,1,0,0,690000.0
9138,17661,17661,4,2018,20.4,4.0,3.0,2.0,566.0,201.0,2017.0,-37.61063,144.90826,1,0,0,0,1,0,0,0,0,1,0,679000.0
9139,17663,17663,3,2018,11.2,3.0,2.0,2.0,543.0,130.0,1970.0,-37.71329,144.93702,1,0,0,0,1,0,0,0,1,0,0,772500.0
9140,17667,17667,4,2018,13.8,4.0,1.0,2.0,592.0,116.0,1950.0,-37.94163,145.03537,1,0,0,0,0,0,1,0,0,1,0,1330000.0
9141,17672,17672,3,2018,16.0,3.0,2.0,2.0,728.0,137.0,1960.0,-37.94938,145.03099,1,0,0,0,1,0,0,0,0,1,0,1430000.0
9142,17673,17673,4,2018,18.0,4.0,2.0,2.0,651.0,194.0,2000.0,-37.69477,144.75519,1,0,0,0,1,0,0,0,1,0,0,666000.0
9143,17674,17674,5,2018,18.0,5.0,2.0,2.0,727.0,244.0,1999.0,-37.68359,144.74067,1,0,0,0,1,0,0,0,0,0,1,700000.0
9144,17676,17676,4,2018,18.0,4.0,2.0,2.0,1999.4358974358972,267.0,1999.0,-37.69806,144.73387,1,0,0,0,1,0,0,0,1,0,0,1405000.0
9145,17678,17678,3,2018,18.4,3.0,1.0,1.0,552.0,112.0,1990.0,-37.87401,144.69803,1,0,0,0,1,0,0,0,0,1,0,505000.0
9146,17681,17681,3,2018,18.4,3.0,2.0,2.0,1987.7978723404256,154.0,2000.0,-37.85461,144.67192,1,0,0,0,0,0,1,0,0,1,0,580000.0
9147,17684,17684,3,2018,7.8,3.0,2.0,1.0,1964.3223140495868,115.0,1955.0,-37.76319,145.03873,1,0,0,0,0,0,0,1,1,0,0,1150000.0
9148,17686,17686,3,2018,14.0,3.0,1.0,1.0,316.0,84.0,1960.0,-37.69025,144.91467,1,0,0,0,0,0,1,0,0,1,0,455000.0
9149,17687,17687,3,2018,15.5,3.0,2.0,4.0,652.0,110.0,1990.0,-37.72573,144.81719,1,0,0,0,1,0,0,0,1,0,0,670000.0
9150,17689,17689,4,2018,15.5,4.0,2.0,1.0,1985.4761904761904,197.0,1979.0,-37.72467,144.81171,1,0,0,0,1,0,0,0,0,0,1,685000.0
9151,17692,17692,4,2018,11.7,4.0,2.0,2.0,564.0,180.0,1975.0,-37.73288,144.87252,1,0,0,0,1,0,0,0,0,1,0,975000.0
9152,17696,17696,5,2018,7.3,5.0,2.0,3.0,650.0,265.0,1950.0,-37.79246,145.04236,1,0,0,0,0,0,0,1,1,0,0,2300000.0
9153,17700,17700,2,2018,26.0,2.0,1.0,1.0,906.0,91.0,1950.0,-37.80065,145.30393,1,0,0,0,1,0,0,0,0,1,0,830000.0
9154,17705,17705,4,2018,31.7,4.0,2.0,2.0,807.0,181.0,2008.0,-37.65765,144.59515,1,0,0,0,1,0,0,0,0,1,0,439000.0
9155,17706,17706,3,2018,31.7,3.0,2.0,2.0,1996.25,152.0,1975.0,-37.6698,144.5945,1,0,0,0,1,0,0,0,0,0,1,381000.0
9156,17709,17709,3,2018,16.3,3.0,2.0,2.0,395.0,183.0,2011.0,-37.66503,144.99266,1,0,0,0,1,0,0,0,0,0,1,700000.0
9157,17712,17712,4,2018,41.0,4.0,2.0,2.0,657.0,660.0,1999.6666666666667,-38.14025,145.2089,1,0,0,0,1,0,0,0,1,0,0,570000.0
9158,17713,17713,3,2018,41.0,3.0,2.0,1.0,10120.0,116.0,2012.0,-38.1388,145.21485,1,0,0,0,1,0,0,0,0,0,1,510000.0
9159,17714,17714,3,2018,6.4,3.0,2.0,2.0,1982.7027027027027,116.0,1960.0,-37.77836,144.88097,1,0,0,0,1,0,0,0,0,1,0,895000.0
9160,17716,17716,3,2018,6.4,3.0,1.0,2.0,327.0,463.0,1960.0,-37.79034,144.87916,1,0,0,0,1,0,0,0,0,1,0,825000.0
9161,17719,17719,2,2018,4.3,2.0,2.0,3.0,696.0,146.0,1950.0,-37.78045,144.88521,1,0,0,1,0,0,0,0,0,1,0,1250000.0
9162,17720,17720,3,2018,4.3,3.0,2.0,2.0,1985.1121495327104,131.0,2002.0,-37.77181,144.88152,0,1,0,1,0,0,0,0,0,1,0,625000.0
9163,17721,17721,4,2018,11.4,4.0,2.0,2.0,655.0,204.0,1930.0,-37.90898,145.04629,1,0,0,0,1,0,0,0,0,1,0,1820000.0
9164,17724,17724,3,2018,29.8,3.0,1.0,1.0,1976.5365853658536,124.0,1970.0,-37.69382,144.57419,1,0,0,0,0,0,1,0,0,0,1,361000.0
9165,17725,17725,3,2018,31.7,3.0,2.0,4.0,796.0,132.0,1980.0,-37.67725,144.55421,1,0,0,0,1,0,0,0,0,0,1,518000.0
9166,17726,17726,3,2018,31.7,3.0,2.0,2.0,1991.0434782608693,143.0,1980.0,-37.67591,144.55929,1,0,0,0,0,0,0,1,0,0,1,400000.0
9167,17727,17727,3,2018,20.0,3.0,2.0,2.0,1976.8292682926829,160.0,2012.0,-37.98002,145.08711,0,1,0,0,1,0,0,0,1,0,0,920000.0
9168,17731,17731,4,2018,25.9,4.0,2.0,3.0,2008.4186046511627,294.0,2007.0,-37.58696,145.09738,1,0,0,0,0,0,1,0,0,1,0,900000.0
