,Unnamed: 0,level_0,index,Rooms,Date,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Price,Type(h),Type(t),Type(u),Method(S),Method(SP),Method(PI),Method(VB),Method(SA),big,medium,small
14179,22561,22581,22616,4,2017,4.0,2.0,2.0,664.0,,1965.107142857143,-37.86301,145.14145,1400000.0,1,0,0,0,1,0,0,0,1,0,0
14180,22563,22583,22618,3,2017,3.0,1.0,1.0,718.0,138.0,1955.0,-37.88061,145.12449,1586000.0,1,0,0,0,1,0,0,0,0,1,0
14181,22564,22584,22619,3,2017,3.0,1.0,2.0,1965.107142857143,,1965.107142857143,-37.874,145.14351,1560000.0,1,0,0,0,1,0,0,0,1,0,0
14182,22565,22585,22620,3,2017,3.0,2.0,2.0,1965.107142857143,119.0,2005.0,-37.87141,145.13029,853000.0,0,0,1,0,1,0,0,0,0,0,1
14183,22566,22586,22621,2,2017,2.0,2.0,2.0,1965.107142857143,,1965.107142857143,-37.86713,145.12782,873000.0,0,0,1,0,1,0,0,0,1,0,0
14184,22567,22587,22622,4,2017,4.0,2.0,2.0,692.0,179.0,1970.0,-37.86445,145.12538,1408000.0,1,0,0,0,1,0,0,0,1,0,0
14185,22568,22588,22623,4,2017,4.0,3.0,2.0,1965.107142857143,,1965.107142857143,-37.87729,145.13296,1800000.0,1,0,0,0,0,0,1,0,1,0,0
14186,22569,22589,22624,4,2017,4.0,2.0,2.0,914.0,204.0,1980.0,-37.93173,145.19475,1080000.0,1,0,0,0,1,0,0,0,1,0,0
14187,22570,22590,22625,3,2017,3.0,2.0,2.0,843.0,,1980.1136363636365,-37.93041,145.16024,1105000.0,1,0,0,0,1,0,0,0,1,0,0
14188,22571,22591,22626,2,2017,2.0,1.0,1.0,1980.1136363636365,105.0,1970.0,-37.93362,145.16521,580000.0,0,0,1,0,0,0,1,0,0,0,1
14189,22572,22592,22627,5,2017,5.0,3.0,2.0,654.0,,1960.0,-37.92914,145.17372,880000.0,1,0,0,1,0,0,0,0,0,0,1
14190,22573,22593,22628,3,2017,3.0,1.0,2.0,656.0,107.0,1972.0,-37.93271,145.17792,840000.0,1,0,0,0,1,0,0,0,1,0,0
14191,22575,22595,22630,3,2017,3.0,1.0,1.0,586.0,200.0,1945.0,-37.90584,145.0725,1321188.0,1,0,0,0,0,0,1,0,0,1,0
14192,22577,22597,22632,5,2017,5.0,3.0,5.0,44500.0,44515.0,2009.0,-37.45392,144.58864,1355000.0,1,0,0,0,1,0,0,0,0,1,0
14193,22579,22599,22634,3,2017,3.0,1.0,2.0,2009.0,,2009.0,-37.46731,144.59558,565000.0,1,0,0,0,1,0,0,0,0,1,0
14194,22580,22600,22635,2,2017,2.0,1.0,2.0,343.0,98.0,1980.0,-37.84332,144.87718,1130000.0,1,0,0,0,1,0,0,0,0,1,0
14195,22581,22601,22636,3,2017,3.0,1.0,2.0,1958.0650406504064,,1958.0650406504064,-37.84224,144.86624,810000.0,0,1,0,0,0,0,1,0,0,1,0
14196,22583,22603,22638,3,2017,3.0,1.0,1.0,344.0,,1958.0650406504064,-37.84259,144.8749,950000.0,1,0,0,0,0,0,1,0,0,1,0
14197,22584,22604,22639,2,2017,2.0,1.0,2.0,352.0,83.0,1950.0,-37.7361,144.88306,800000.0,1,0,0,0,1,0,0,0,0,0,1
14198,22585,22605,22640,4,2017,4.0,2.0,0.0,1982.4117647058824,251.0,1960.0,-37.74197,144.88513,1340000.0,1,0,0,0,1,0,0,0,1,0,0
14199,22587,22607,22642,2,2017,2.0,1.0,2.0,1970.6296296296296,85.0,1960.0,-37.96581,145.18139,400000.0,0,0,1,0,0,0,1,0,0,1,0
14200,22590,22610,22645,3,2017,3.0,2.0,2.0,1958.123595505618,,2000.0,-37.80553,144.95698,1287500.0,0,0,1,0,1,0,0,0,0,1,0
14201,22594,22614,22649,3,2017,3.0,1.0,4.0,1938.892307692308,,1938.892307692308,-37.77275,145.01238,1280000.0,1,0,0,0,1,0,0,0,0,1,0
14202,22595,22615,22650,3,2017,3.0,2.0,1.0,184.0,,1910.0,-37.77651,144.99074,1360000.0,1,0,0,0,0,0,1,0,0,1,0
14203,22597,22617,22652,2,2017,2.0,1.0,0.0,320.0,,1920.0,-37.78398,145.01124,1300000.0,1,0,0,0,0,0,0,1,1,0,0
14204,22599,22619,22654,4,2017,4.0,2.0,1.0,344.0,162.0,1900.0,-37.77171,144.99565,1550000.0,1,0,0,0,0,0,0,1,1,0,0
14205,22600,22620,22655,3,2017,3.0,2.0,1.0,1938.892307692308,,2002.0,-37.77179,144.99871,807500.0,0,1,0,0,1,0,0,0,1,0,0
14206,22601,22621,22656,5,2017,5.0,2.0,2.0,1938.892307692308,,1938.892307692308,-37.77343,145.00077,2800000.0,1,0,0,0,0,0,0,1,1,0,0
14207,22602,22622,22657,1,2017,1.0,1.0,1.0,1938.892307692308,43.0,1965.0,-37.76458,144.99857,330000.0,0,0,1,0,1,0,0,0,0,1,0
14208,22603,22623,22658,3,2017,3.0,1.0,1.0,1938.892307692308,112.0,1890.0,-37.77286,145.00425,1250000.0,1,0,0,1,0,0,0,0,1,0,0
14209,22606,22626,22661,3,2017,3.0,2.0,3.0,1938.892307692308,145.0,2006.0,-37.77001,145.00559,1155000.0,1,0,0,0,0,1,0,0,0,1,0
14210,22607,22627,22662,1,2017,1.0,1.0,1.0,1938.892307692308,44.0,1970.0,-37.77703,145.01196,385000.0,0,0,1,0,1,0,0,0,1,0,0
14211,22608,22628,22663,4,2017,4.0,2.0,2.0,264.0,188.0,1996.0,-37.76898,144.9858,1350000.0,1,0,0,0,1,0,0,0,1,0,0
14212,22609,22629,22664,3,2017,3.0,1.0,3.0,530.0,,1984.1666666666667,-37.90556,145.1486,1075000.0,1,0,0,0,1,0,0,0,0,1,0
14213,22611,22631,22666,3,2017,3.0,1.0,2.0,1975.0294117647056,112.0,1940.0,-37.82554,145.1693,945000.0,1,0,0,0,1,0,0,0,1,0,0
14214,22612,22632,22667,3,2017,3.0,2.0,2.0,1975.0294117647056,139.0,2013.0,-37.80335,145.1851,870000.0,0,0,1,0,0,0,1,0,0,1,0
14215,22613,22633,22668,2,2017,2.0,1.0,1.0,742.0,,1982.607142857143,-37.72123,144.92614,1000000.0,1,0,0,0,1,0,0,0,0,1,0
14216,22614,22634,22669,3,2017,3.0,2.0,2.0,220.0,,1982.607142857143,-37.71467,144.91997,763000.0,0,1,0,0,1,0,0,0,0,1,0
14217,22615,22635,22670,4,2017,4.0,1.0,1.0,1982.607142857143,165.0,1955.0,-37.71815,144.92851,925000.0,1,0,0,0,0,0,1,0,0,1,0
14218,22616,22636,22671,2,2017,2.0,1.0,2.0,1953.148148148148,,1975.0,-37.90008,145.09787,743000.0,0,0,1,0,1,0,0,0,1,0,0
14219,22617,22637,22672,3,2017,3.0,1.0,1.0,692.0,120.0,1940.0,-37.90584,145.09495,760000.0,1,0,0,1,0,0,0,0,0,1,0
14220,22619,22639,22674,3,2017,3.0,2.0,2.0,847.0,,1977.4545454545453,-37.90638,145.11733,1382000.0,1,0,0,0,0,0,1,0,0,1,0
14221,22620,22640,22675,4,2017,4.0,2.0,2.0,771.0,196.0,1970.0,-37.9212,145.09125,1450000.0,1,0,0,0,1,0,0,0,0,1,0
14222,22621,22641,22676,4,2017,4.0,2.0,2.0,590.0,178.0,1940.0,-37.90433,145.05163,1450000.0,1,0,0,0,0,0,0,1,0,1,0
14223,22622,22642,22677,3,2017,3.0,1.0,5.0,737.0,,1963.2592592592596,-37.90205,145.04959,1540000.0,1,0,0,0,1,0,0,0,0,0,1
14224,22623,22643,22678,3,2017,3.0,2.0,2.0,1606.0,,1963.2592592592596,-37.9027,145.04159,1060000.0,0,1,0,1,0,0,0,0,1,0,0
14225,22625,22645,22680,2,2017,2.0,1.0,1.0,1973.764705882353,76.0,1970.0,-37.99139,145.07244,500000.0,0,0,1,1,0,0,0,0,0,0,1
14226,22626,22646,22681,2,2017,2.0,1.0,1.0,1973.764705882353,0.0,1970.0,-37.98433,145.07963,520000.0,0,0,1,0,0,0,1,0,0,1,0
14227,22627,22647,22682,2,2017,2.0,1.0,1.0,1973.764705882353,79.0,2009.0,-37.99848,145.08669,500000.0,0,1,0,0,0,0,0,1,0,1,0
14228,22630,22650,22686,4,2017,4.0,2.0,2.0,2008.281690140845,203.0,2009.0,-37.88274,144.72521,712000.0,1,0,0,0,1,0,0,0,1,0,0
14229,22631,22651,22687,4,2017,4.0,2.0,2.0,2008.281690140845,200.0,2005.0,-37.89393,144.7345,769000.0,1,0,0,0,1,0,0,0,0,1,0
14230,22633,22653,22689,2,2017,2.0,1.0,1.0,1963.0790960451975,59.0,1975.0,-37.83455,144.93701,520000.0,0,0,1,0,0,0,1,0,0,1,0
14231,22635,22655,22691,2,2017,2.0,1.0,0.0,1963.0790960451975,,1963.0790960451975,-37.83267,144.94745,900000.0,1,0,0,0,0,0,0,1,0,1,0
14232,22636,22656,22692,3,2017,3.0,1.0,2.0,293.0,151.0,1890.0,-37.83452,144.93586,1725000.0,1,0,0,1,0,0,0,0,0,1,0
14233,22637,22657,22693,2,2017,2.0,1.0,1.0,1963.0790960451975,104.0,1900.0,-37.83612,144.9332,1400000.0,1,0,0,0,0,0,1,0,0,1,0
14234,22643,22663,22699,2,2017,2.0,1.0,0.0,1934.736111111111,,1934.736111111111,-37.84696,144.99364,600000.0,0,0,1,0,1,0,0,0,1,0,0
14235,22644,22664,22700,3,2017,3.0,2.0,2.0,15.0,147.0,1998.0,-37.84969,145.00057,1463000.0,0,1,0,0,1,0,0,0,1,0,0
14236,22648,22668,22704,3,2017,3.0,1.0,2.0,830.0,,1954.9438775510205,-37.74103,145.02289,1150000.0,1,0,0,0,0,0,1,0,0,1,0
14237,22649,22669,22705,3,2017,3.0,2.0,2.0,1954.9438775510205,,1954.9438775510205,-37.73293,145.02245,662000.0,1,0,0,0,1,0,0,0,0,1,0
14238,22650,22670,22706,3,2017,3.0,1.0,2.0,493.0,,1954.9438775510205,-37.74305,145.01812,820000.0,1,0,0,0,1,0,0,0,0,1,0
14239,22652,22672,22708,4,2017,4.0,1.0,2.0,678.0,,1954.9438775510205,-37.74283,145.0086,950000.0,1,0,0,0,1,0,0,0,0,1,0
14240,22653,22673,22709,3,2017,3.0,1.0,1.0,1974.48,100.0,2000.0,-37.70499,145.02508,655000.0,0,1,0,0,1,0,0,0,1,0,0
14241,22654,22674,22710,3,2017,3.0,1.0,2.0,695.0,,1974.48,-37.69618,145.01289,901000.0,1,0,0,0,1,0,0,0,1,0,0
14242,22655,22675,22711,2,2017,2.0,1.0,1.0,1974.48,85.0,1975.0,-37.71692,145.00302,565000.0,0,0,1,0,1,0,0,0,1,0,0
14243,22656,22676,22712,2,2017,2.0,1.0,1.0,1974.48,75.0,2009.0,-37.72712,145.02255,492500.0,0,1,0,0,0,0,1,0,0,1,0
14244,22657,22677,22713,3,2017,3.0,1.0,2.0,1974.48,,1974.48,-37.72068,145.02523,600000.0,1,0,0,1,0,0,0,0,1,0,0
14245,22658,22678,22714,3,2017,3.0,1.0,1.0,237.0,,1974.48,-37.7104,145.00717,680000.0,1,0,0,0,0,0,0,1,1,0,0
14246,22660,22680,22716,3,2017,3.0,1.0,2.0,725.0,,1974.48,-37.7183,145.02253,890000.0,1,0,0,1,0,0,0,0,1,0,0
14247,22662,22682,22718,4,2017,4.0,2.0,3.0,650.0,,1974.48,-37.71556,145.01129,1190000.0,1,0,0,0,1,0,0,0,1,0,0
14248,22663,22683,22719,3,2017,3.0,1.0,2.0,464.0,,1974.48,-37.72318,145.01556,855000.0,1,0,0,1,0,0,0,0,1,0,0
14249,22664,22684,22720,4,2017,4.0,2.0,2.0,534.0,,1974.48,-37.69583,144.98056,785000.0,1,0,0,0,1,0,0,0,1,0,0
14250,22665,22685,22721,3,2017,3.0,1.0,1.0,1974.48,,1974.48,-37.72933,144.99874,865000.0,1,0,0,0,1,0,0,0,1,0,0
14251,22666,22686,22722,5,2017,5.0,2.0,6.0,892.0,361.0,2004.0,-37.70176,145.0118,1000000.0,1,0,0,0,0,0,0,1,1,0,0
14252,22667,22687,22723,3,2017,3.0,1.0,1.0,633.0,,1974.48,-37.71922,145.01806,800000.0,1,0,0,0,1,0,0,0,0,1,0
14253,22668,22688,22724,3,2017,3.0,1.0,6.0,667.0,115.0,1920.0,-37.72765,144.98953,1400000.0,1,0,0,0,1,0,0,0,0,1,0
14254,22669,22689,22725,1,2017,1.0,1.0,1.0,4425.0,51.0,2012.0,-37.82009,145.0038,400000.0,0,0,1,0,0,0,0,1,0,1,0
14255,22671,22691,22727,3,2017,3.0,2.0,1.0,1954.2222222222224,158.0,1954.2222222222224,-37.8143,145.00495,1600000.0,1,0,0,0,1,0,0,0,0,1,0
14256,22672,22692,22728,1,2017,1.0,1.0,1.0,1954.2222222222224,55.0,1970.0,-37.82276,144.99866,490000.0,0,0,1,0,1,0,0,0,0,1,0
14257,22673,22693,22729,3,2017,3.0,3.0,2.0,1954.2222222222224,,1954.2222222222224,-37.82149,145.00621,1600000.0,0,1,0,0,1,0,0,0,1,0,0
14258,22674,22694,22730,3,2017,3.0,1.0,1.0,300.0,,1954.2222222222224,-37.81981,145.00539,1900000.0,1,0,0,0,0,0,0,1,1,0,0
14259,22676,22696,22732,2,2017,2.0,1.0,1.0,1954.2222222222224,144.0,1910.0,-37.82335,144.99128,1200000.0,0,1,0,0,1,0,0,0,1,0,0
14260,22677,22697,22733,2,2017,2.0,1.0,1.0,1954.2222222222224,77.0,2004.0,-37.82399,144.99181,702000.0,0,0,1,0,1,0,0,0,0,0,1
14261,22678,22698,22734,3,2017,3.0,2.0,2.0,1954.2222222222224,153.0,1860.0,-37.82047,144.99768,1720000.0,1,0,0,0,1,0,0,0,1,0,0
14262,22682,22702,22738,4,2017,4.0,2.0,2.0,657.0,,1975.0277777777776,-37.79053,145.2472,999999.0,1,0,0,1,0,0,0,0,0,0,1
14263,22683,22703,22739,3,2017,3.0,1.0,1.0,1971.962962962963,14.0,1960.0,-37.80195,145.25637,630000.0,1,0,0,0,1,0,0,0,0,0,1
14264,22684,22704,22740,5,2017,5.0,3.0,2.0,649.0,,1979.923076923077,-37.78958,145.23886,1100000.0,1,0,0,0,0,0,1,0,0,0,1
14265,22686,22706,22742,4,2017,4.0,2.0,2.0,1964.2586206896551,,1964.2586206896551,-37.74083,145.07661,900000.0,1,0,0,0,0,0,0,1,1,0,0
14266,22687,22707,22743,3,2017,3.0,1.0,2.0,648.0,,1964.2586206896551,-37.74738,145.07698,1100000.0,1,0,0,0,0,0,0,1,0,1,0
14267,22688,22708,22744,3,2017,3.0,1.0,2.0,690.0,,1964.2586206896551,-37.72998,145.06134,850000.0,1,0,0,0,1,0,0,0,0,1,0
14268,22689,22709,22745,5,2017,5.0,2.0,2.0,1992.4285714285716,282.0,1998.0,-37.92457,145.26389,1037000.0,1,0,0,0,1,0,0,0,0,0,1
14269,22691,22711,22747,4,2017,4.0,2.0,2.0,1999.68,,1999.68,-37.63307,144.93521,535000.0,1,0,0,0,1,0,0,0,0,1,0
14270,22692,22712,22748,3,2017,3.0,2.0,2.0,245.0,134.0,2004.0,-37.62191,144.92158,426000.0,1,0,0,0,1,0,0,0,1,0,0
14271,22694,22714,22750,4,2017,4.0,2.0,1.0,173.0,184.0,2010.0,-37.94723,145.02268,1050000.0,0,1,0,0,0,0,0,1,1,0,0
14272,22697,22717,22753,2,2017,2.0,1.0,1.0,1991.4,,1991.4,-37.86744,144.83889,730500.0,0,0,1,0,1,0,0,0,0,0,1
14273,22698,22718,22754,2,2017,2.0,1.0,0.0,298.0,88.0,1900.0,-37.80257,144.88811,680000.0,1,0,0,0,1,0,0,0,1,0,0
14274,22699,22719,22755,3,2017,3.0,2.0,2.0,1937.1846153846157,179.0,2017.0,-37.80342,144.89091,1225000.0,1,0,0,0,0,0,1,0,0,1,0
14275,22700,22720,22756,2,2017,2.0,1.0,1.0,1937.1846153846157,60.0,1970.0,-37.80726,144.89842,490000.0,0,0,1,0,0,0,1,0,0,1,0
14276,22701,22721,22757,2,2017,2.0,1.0,1.0,1937.1846153846157,91.0,1880.0,-37.80472,144.88673,1000000.0,1,0,0,0,0,0,0,1,0,1,0
14277,22704,22724,22760,3,2017,3.0,2.0,1.0,1926.4130434782608,,1926.4130434782608,-37.84056,144.94751,1800000.0,0,1,0,0,0,0,0,1,0,1,0
14278,22705,22725,22761,2,2017,2.0,2.0,1.0,336.0,,1926.4130434782608,-37.83401,144.96654,817000.0,0,1,0,0,1,0,0,0,0,1,0
14279,22707,22727,22763,4,2017,4.0,2.0,2.0,444.0,187.0,2008.0,-37.63534,145.09081,658500.0,1,0,0,0,1,0,0,0,0,1,0
14280,22709,22729,22765,2,2017,2.0,1.0,1.0,1958.018779342723,,1958.018779342723,-37.84324,144.98851,666000.0,0,0,1,0,1,0,0,0,1,0,0
14281,22710,22730,22766,3,2017,3.0,2.0,2.0,1958.018779342723,,1958.018779342723,-37.83506,144.99682,1330000.0,0,0,1,0,1,0,0,0,0,0,1
14282,22711,22731,22767,3,2017,3.0,3.0,2.0,1958.018779342723,,1958.018779342723,-37.83506,144.99682,2175000.0,0,0,1,0,1,0,0,0,0,1,0
14283,22712,22732,22768,2,2017,2.0,1.0,1.0,1958.018779342723,75.0,1970.0,-37.84502,145.0012,617000.0,0,0,1,0,0,0,1,0,0,1,0
14284,22713,22733,22769,1,2017,1.0,1.0,1.0,1958.018779342723,45.0,1960.0,-37.83547,144.98844,451000.0,0,0,1,0,0,0,1,0,1,0,0
14285,22716,22736,22772,3,2017,3.0,1.0,1.0,1958.018779342723,80.0,1978.0,-37.83801,144.99957,760000.0,0,0,1,0,0,0,0,1,0,1,0
14286,22717,22737,22773,1,2017,1.0,1.0,1.0,1958.018779342723,48.0,1970.0,-37.84065,145.00375,495000.0,0,0,1,0,1,0,0,0,0,1,0
14287,22718,22738,22774,1,2017,1.0,1.0,0.0,1958.018779342723,,1958.018779342723,-37.8402,145.00292,380000.0,0,0,1,0,0,0,0,1,0,1,0
14288,22719,22739,22775,2,2017,2.0,1.0,1.0,1958.018779342723,,1958.018779342723,-37.83381,144.98578,648000.0,0,0,1,0,1,0,0,0,1,0,0
14289,22721,22741,22777,1,2017,1.0,1.0,1.0,2001.0833333333333,67.0,1997.0,-37.82377,144.96092,440000.0,0,0,1,0,0,0,0,1,0,0,1
14290,22722,22742,22778,3,2017,3.0,1.0,4.0,720.0,140.0,1955.0,-37.94434,145.16289,881000.0,1,0,0,0,1,0,0,0,0,0,1
14291,22723,22743,22779,4,2017,5.0,3.0,3.0,1959.1666666666667,,1959.1666666666667,-37.9399,145.1537,917000.0,0,0,1,0,1,0,0,0,0,0,1
14292,22725,22745,22781,2,2017,2.0,1.0,1.0,1959.1666666666667,,1959.1666666666667,-37.93528,145.16114,592000.0,0,0,1,0,1,0,0,0,0,1,0
14293,22728,22748,22784,3,2017,3.0,1.0,1.0,690.0,,1976.6739130434785,-37.74295,144.81009,645000.0,1,0,0,0,1,0,0,0,0,1,0
14294,22730,22750,22786,3,2017,3.0,2.0,2.0,684.0,150.0,1985.0,-37.68969,145.12366,897000.0,1,0,0,0,1,0,0,0,0,1,0
14295,22731,22751,22787,2,2017,2.0,1.0,1.0,1957.9375,,1967.0,-37.86804,144.98125,640000.0,0,0,1,0,1,0,0,0,0,0,1
14296,22733,22753,22789,4,2017,4.0,2.0,1.0,324.0,265.0,1890.0,-37.86569,144.97919,2680000.0,1,0,0,0,1,0,0,0,0,1,0
14297,22735,22755,22791,3,2017,3.0,1.0,1.0,1957.9375,114.0,1930.0,-37.87114,144.98247,962500.0,0,0,1,0,0,0,1,0,0,1,0
14298,22736,22756,22792,4,2017,4.0,3.0,3.0,1957.9375,30.0,1957.9375,-37.87111,144.97657,3610000.0,0,0,1,0,1,0,0,0,0,0,1
14299,22740,22760,22796,4,2017,4.0,3.0,2.0,224.0,,1950.0,-37.73545,144.92164,1625000.0,1,0,0,0,1,0,0,0,1,0,0
14300,22741,22761,22797,3,2017,3.0,1.0,3.0,492.0,134.0,1973.548387096774,-37.73084,144.92238,810000.0,1,0,0,0,1,0,0,0,0,0,1
14301,22743,22763,22799,3,2017,3.0,2.0,3.0,1988.4285714285716,,1980.0,-37.58288,144.71156,505000.0,1,0,0,0,1,0,0,0,0,1,0
14302,22744,22764,22800,3,2017,3.0,2.0,1.0,729.0,167.0,2001.0,-37.5877,144.73734,657500.0,1,0,0,0,1,0,0,0,0,0,1
14303,22746,22766,22802,3,2017,3.0,2.0,1.0,1058.0,,1988.4285714285716,-37.57858,144.72349,778000.0,1,0,0,0,1,0,0,0,0,1,0
14304,22747,22767,22803,5,2017,5.0,3.0,2.0,615.0,208.0,2000.0,-37.59115,144.72581,675000.0,1,0,0,0,1,0,0,0,0,1,0
14305,22748,22768,22804,4,2017,4.0,2.0,2.0,738.0,192.0,2000.0,-37.58457,144.70005,605000.0,1,0,0,0,1,0,0,0,0,1,0
14306,22749,22769,22805,4,2017,4.0,2.0,1.0,1007.0,116.0,1980.0,-37.57231,144.70429,600000.0,1,0,0,0,1,0,0,0,0,1,0
14307,22750,22770,22806,3,2017,3.0,1.0,3.0,1961.1333333333332,,1961.1333333333332,-37.78688,144.83425,840000.0,1,0,0,0,0,0,1,0,1,0,0
14308,22751,22771,22807,5,2017,5.0,2.0,5.0,1961.1333333333332,,1961.1333333333332,-37.78117,144.84419,710500.0,1,0,0,0,0,0,1,0,1,0,0
14309,22752,22772,22808,3,2017,3.0,2.0,0.0,1961.1333333333332,,1961.1333333333332,-37.79014,144.84479,770000.0,1,0,0,0,1,0,0,0,0,1,0
14310,22756,22776,22812,3,2017,3.0,1.0,2.0,1970.7755102040817,,1970.7755102040817,-37.77027,144.83952,736000.0,1,0,0,0,1,0,0,0,0,1,0
14311,22757,22777,22813,4,2017,4.0,2.0,2.0,400.0,,1970.7755102040817,-37.76586,144.85193,895000.0,1,0,0,0,1,0,0,0,0,1,0
14312,22761,22781,22817,3,2017,3.0,2.0,1.0,156.0,,1978.9411764705883,-37.79498,144.79545,555000.0,1,0,0,0,0,0,1,0,0,1,0
14313,22763,22783,22819,3,2017,3.0,2.0,2.0,1947.972602739726,181.0,2005.0,-37.82592,145.1112,1465000.0,1,0,0,0,1,0,0,0,0,1,0
14314,22764,22784,22820,4,2017,4.0,3.0,2.0,416.0,256.0,2014.0,-37.82671,145.11068,1910000.0,1,0,0,0,1,0,0,0,0,1,0
14315,22765,22785,22821,2,2017,2.0,2.0,1.0,1947.972602739726,123.0,1980.0,-37.82294,145.09947,985000.0,0,0,1,0,0,0,0,1,0,1,0
14316,22766,22786,22822,2,2017,2.0,1.0,1.0,1947.972602739726,81.0,1970.0,-37.82255,145.08972,800000.0,0,0,1,0,1,0,0,0,0,1,0
14317,22767,22787,22823,3,2017,3.0,2.0,0.0,843.0,,1947.972602739726,-37.82195,145.08968,2350000.0,1,0,0,0,1,0,0,0,0,1,0
14318,22768,22788,22824,2,2017,2.0,1.0,1.0,1947.972602739726,,1947.972602739726,-37.82639,145.09009,855000.0,1,0,0,0,1,0,0,0,0,1,0
14319,22772,22792,22828,4,2017,4.0,2.0,2.0,2006.0,211.0,2007.0,-37.71734,144.75546,710000.0,1,0,0,0,1,0,0,0,1,0,0
14320,22773,22793,22829,3,2017,3.0,2.0,2.0,649.0,,1992.8,-37.69616,144.78587,746000.0,1,0,0,0,1,0,0,0,0,1,0
14321,22774,22794,22830,4,2017,4.0,2.0,2.0,1992.8,,1992.8,-37.68539,144.78242,735000.0,1,0,0,0,0,0,1,0,1,0,0
14322,22775,22795,22831,4,2017,4.0,2.0,2.0,712.0,364.0,1998.0,-37.68646,144.77247,751000.0,1,0,0,0,1,0,0,0,1,0,0
14323,22776,22796,22832,3,2017,3.0,2.0,2.0,657.0,,1992.8,-37.71176,144.80271,600000.0,1,0,0,0,1,0,0,0,0,1,0
14324,22777,22797,22833,4,2017,4.0,3.0,2.0,1987.842105263158,,1987.842105263158,-37.77156,145.16463,1385000.0,1,0,0,0,1,0,0,0,1,0,0
14325,22779,22799,22835,4,2017,4.0,2.0,2.0,520.0,170.0,1980.0,-37.75436,145.11939,910000.0,1,0,0,1,0,0,0,0,0,1,0
14326,22782,22802,22838,4,2017,4.0,3.0,2.0,1976.4651162790697,,1976.4651162790697,-37.758,145.12175,1515000.0,1,0,0,0,1,0,0,0,0,1,0
14327,22783,22803,22839,4,2017,4.0,2.0,2.0,1128.0,,1976.4651162790697,-37.76497,145.11077,1561000.0,1,0,0,0,1,0,0,0,1,0,0
14328,22784,22804,22840,3,2017,3.0,2.0,2.0,838.0,,1976.4651162790697,-37.76649,145.10623,1250000.0,1,0,0,0,0,0,0,1,1,0,0
14329,22785,22805,22841,3,2017,3.0,2.0,3.0,795.0,,1960.0,-37.85229,145.30281,700000.0,1,0,0,0,1,0,0,0,0,0,1
14330,22786,22806,22842,3,2017,3.0,1.0,1.0,1975.794871794872,,1975.794871794872,-37.67719,145.04073,582500.0,1,0,0,0,1,0,0,0,0,0,1
14331,22787,22807,22843,3,2017,3.0,1.0,1.0,573.0,,1975.794871794872,-37.67939,145.00143,720000.0,1,0,0,0,1,0,0,0,0,1,0
14332,22788,22808,22844,2,2017,2.0,1.0,1.0,1956.321167883212,,1956.321167883212,-37.75428,144.99801,650000.0,0,0,1,0,1,0,0,0,0,1,0
14333,22789,22809,22845,2,2017,2.0,1.0,1.0,1956.321167883212,,1956.321167883212,-37.75255,145.00231,540000.0,0,0,1,0,1,0,0,0,0,1,0
14334,22790,22810,22846,4,2017,4.0,2.0,3.0,1956.321167883212,,1956.321167883212,-37.75317,144.98427,1600000.0,1,0,0,0,1,0,0,0,0,1,0
14335,22792,22812,22848,2,2017,2.0,1.0,1.0,1956.321167883212,,1956.321167883212,-37.75221,144.98356,1150000.0,1,0,0,0,0,0,0,1,1,0,0
14336,22793,22813,22849,3,2017,3.0,3.0,3.0,1962.0380952380951,397.0,2017.0,-37.84268,145.00869,3200000.0,1,0,0,1,0,0,0,0,0,1,0
14337,22797,22817,22853,3,2017,3.0,2.0,2.0,1962.0380952380951,,1970.0,-37.83976,145.00721,3155000.0,0,1,0,0,1,0,0,0,0,1,0
14338,22798,22818,22854,2,2017,2.0,1.0,1.0,1980.36,139.0,2007.0,-37.69513,144.87693,475000.0,0,0,1,0,1,0,0,0,0,0,1
14339,22799,22819,22855,4,2017,4.0,2.0,3.0,682.0,166.0,1973.0,-37.84454,145.18881,1260000.0,1,0,0,0,1,0,0,0,0,1,0
14340,22802,22822,22858,4,2017,4.0,2.0,2.0,650.0,159.0,1980.0,-37.84919,145.17436,1202000.0,1,0,0,0,0,0,1,0,1,0,0
14341,22804,22824,22860,4,2017,4.0,2.0,2.0,1983.2,110.0,1975.0,-37.84148,145.23028,915000.0,1,0,0,0,1,0,0,0,1,0,0
14342,22806,22826,22862,4,2017,4.0,2.0,2.0,601.0,,1983.2,-37.86231,145.22633,920000.0,1,0,0,0,1,0,0,0,1,0,0
14343,22807,22827,22863,4,2017,4.0,2.0,2.0,1990.2413793103449,221.0,1990.2413793103449,-37.88034,145.2392,1000000.0,1,0,0,0,1,0,0,0,0,1,0
14344,22808,22828,22864,5,2017,5.0,2.0,4.0,738.0,258.0,1980.0,-37.86328,145.21477,1180000.0,1,0,0,0,1,0,0,0,1,0,0
14345,22809,22829,22865,5,2017,5.0,2.0,2.0,796.0,,1990.2413793103449,-37.87079,145.22988,1400000.0,1,0,0,0,1,0,0,0,1,0,0
14346,22810,22830,22866,3,2017,3.0,2.0,2.0,1988.5,,1988.5,-37.7458,145.20997,880000.0,1,0,0,0,1,0,0,0,1,0,0
